 3.00000000e+002 6.12929135e-001 4.16753279e+000 1.00000000e+000 4.16753279e+000 4.11474935e+000 8.53005887e-004 5.00000000e+001 5.00000000e+001 0.00000000e+000 9.98742020e+002
 3.07520000e+002 6.23724583e-001 4.16656026e+000 1.00000000e+000 4.16656026e+000 4.08368806e+000 7.28454850e-004 5.00000000e+001 5.00000000e+001 0.00000000e+000 9.96402781e+002
 3.16091000e+002 6.34814228e-001 4.16696466e+000 1.00000000e+000 4.16696466e+000 4.04521764e+000 6.19057130e-004 5.00000000e+001 5.00000000e+001 0.00000000e+000 9.93196192e+002
 3.26803000e+002 6.46975321e-001 4.16948088e+000 1.00000000e+000 4.16948088e+000 3.99398522e+000 5.15937473e-004 5.00000000e+001 5.00000000e+001 0.00000000e+000 9.88472824e+002
 3.40534000e+002 6.59995398e-001 4.17588083e+000 1.00000000e+000 4.17588083e+000 3.92545888e+000 4.20032687e-004 5.00000000e+001 5.00000000e+001 0.00000000e+000 9.81392108e+002
 3.57895000e+002 6.72636529e-001 4.18909362e+000 1.00000000e+000 4.18909362e+000 3.83736758e+000 3.35666066e-004 5.00000000e+001 5.00000000e+001 0.00000000e+000 9.70985039e+002
 3.79208000e+002 6.82786258e-001 4.21332208e+000 1.00000000e+000 4.21332208e+000 3.73045236e+000 2.66074706e-004 5.00000000e+001 5.00000000e+001 0.00000000e+000 9.56231934e+002
 4.04467000e+002 6.87773629e-001 4.25463661e+000 1.00000000e+000 4.25463661e+000 3.60836346e+000 2.11812494e-004 5.00000000e+001 5.00000000e+001 0.00000000e+000 9.36157621e+002
 4.33400000e+002 6.84800099e-001 4.32323076e+000 1.00000000e+000 4.32323076e+000 3.47682732e+000 1.71050168e-004 5.00000000e+001 5.00000000e+001 0.00000000e+000 9.09802494e+002
 4.65475000e+002 6.71233004e-001 4.43820646e+000 1.00000000e+000 4.43820646e+000 3.34385570e+000 1.40889658e-004 5.00000000e+001 5.00000000e+001 0.00000000e+000 8.76112669e+002
 5.00000000e+002 6.44575194e-001 4.63842045e+000 1.00000000e+000 4.63842045e+000 3.21984210e+000 1.18275660e-004 5.00000000e+001 5.00000000e+001 0.00000000e+000 8.33518681e+002
