 4.00000000e+002 2.68421691e-002 2.00805969e+000 1.00000000e+000 2.00805969e+000 1.50848151e+000 1.32848657e-005 1.00000000e+000 1.00000000e+000 0.00000000e+000 5.47583483e-001
 4.04015000e+002 2.71721350e-002 2.00284776e+000 1.00000000e+000 2.00284776e+000 1.50553944e+000 1.34392184e-005 1.00000000e+000 1.00000000e+000 0.00000000e+000 5.41868736e-001
 4.08622000e+002 2.75560995e-002 1.99764865e+000 1.00000000e+000 1.99764865e+000 1.50271861e+000 1.36170907e-005 1.00000000e+000 1.00000000e+000 0.00000000e+000 5.35471501e-001
 4.14395000e+002 2.80446386e-002 1.99215496e+000 1.00000000e+000 1.99215496e+000 1.49990654e+000 1.38410783e-005 1.00000000e+000 1.00000000e+000 0.00000000e+000 5.27685124e-001
 4.21791000e+002 2.86814379e-002 1.98653725e+000 1.00000000e+000 1.98653725e+000 1.49730750e+000 1.41297233e-005 1.00000000e+000 1.00000000e+000 0.00000000e+000 5.18062223e-001
 4.31094000e+002 2.94980764e-002 1.98136692e+000 1.00000000e+000 1.98136692e+000 1.49537886e+000 1.44952989e-005 1.00000000e+000 1.00000000e+000 0.00000000e+000 5.06481964e-001
 4.42359000e+002 3.05078173e-002 1.97740673e+000 1.00000000e+000 1.97740673e+000 1.49467438e+000 1.49413926e-005 1.00000000e+000 1.00000000e+000 0.00000000e+000 4.93177885e-001
 4.55388000e+002 3.17012967e-002 1.97530938e+000 1.00000000e+000 1.97530938e+000 1.49562611e+000 1.54615279e-005 1.00000000e+000 1.00000000e+000 0.00000000e+000 4.78682742e-001
 4.69750000e+002 3.30458735e-002 1.97537525e+000 1.00000000e+000 1.97537525e+000 1.49837330e+000 1.60394531e-005 1.00000000e+000 1.00000000e+000 0.00000000e+000 4.63704414e-001
 4.84847000e+002 3.44896432e-002 1.97748424e+000 1.00000000e+000 1.97748424e+000 1.50272281e+000 1.66514186e-005 1.00000000e+000 1.00000000e+000 0.00000000e+000 4.48974752e-001
 5.00000000e+002 3.59683179e-002 1.98119210e+000 1.00000000e+000 1.98119210e+000 1.50823207e+000 1.72695634e-005 1.00000000e+000 1.00000000e+000 0.00000000e+000 4.35130903e-001
